********************************************************************************
LOGGING TIME: 20180924_102107
CLIENT IP: 10.145.248.147
USERNAME: Rahul
OS: Windows 10
ARCHITECTURE: amd64
VERSION: 10.0
RESOLUTION: 1366.0 768.0
********************************************************************************
MM, 970, 673, 1537598291968
MM, 943, 672, 15
MM, 929, 668, 16
MM, 918, 665, 16
MM, 907, 662, 15
MM, 902, 661, 16
MM, 900, 661, 31
MM, 902, 661, 21669
MM, 913, 661, 14
MM, 932, 657, 11
MM, 977, 649, 14
MM, 1036, 637, 12
MM, 1084, 628, 12
MM, 1129, 618, 15
MM, 1176, 615, 12
MM, 1212, 613, 12
MM, 1244, 613, 13
MM, 1270, 615, 13
MM, 1286, 619, 12
MM, 1294, 622, 12
MM, 1299, 625, 14
MM, 1303, 627, 12
MM, 1304, 629, 13
MM, 1304, 635, 13
MM, 1299, 644, 12
MM, 1285, 655, 13
MM, 1244, 682, 12
MM, 1191, 709, 13
MM, 1139, 729, 15
MM, 1100, 746, 12
MM, 1073, 754, 12
MM, 1062, 756, 12
MM, 1055, 757, 12
MM, 1057, 751, 39
MM, 1066, 742, 14
MM, 1088, 725, 12
MM, 1147, 689, 13
MM, 1202, 660, 11
MM, 1252, 640, 14
MM, 1293, 627, 15
MM, 1322, 620, 10
MM, 1343, 616, 13
MM, 1357, 615, 13
MM, 1365, 615, 13
MM, 1369, 615, 12
MM, 1365, 614, 215
MM, 1368, 607, 14
MM, 1378, 575, 12
MM, 1399, 486, 13
MM, 1401, 398, 12
MM, 1389, 346, 12
MM, 1382, 316, 15
MM, 1385, 284, 12
MM, 1379, 262, 11
MM, 1373, 251, 14
MM, 1365, 250, 217
MM, 1367, 244, 12
MM, 1369, 224, 12
MM, 1376, 179, 14
MM, 1379, 117, 12
MM, 1375, 69, 13
MM, 1370, 35, 11
MM, 1368, 14, 14
MM, 1365, 4, 11
MM, 1365, -3, 14
MM, 1364, -3, 12
MM, 1363, -2, 14
MM, 1358, -2, 12
MM, 1348, -3, 13
MM, 1333, -2, 12
MM, 1311, 0, 13
MM, 1286, 0, 13
MM, 1267, 0, 12
MM, 1252, 0, 12
MM, 1242, 0, 15
MM, 1238, 0, 11
MM, 1236, 0, 13
MM, 1234, 0, 12
MM, 1234, -1, 13
MM, 1233, 0, 15
MM, 1235, 1, 87
MM, 1240, 6, 15
MM, 1247, 11, 10
MM, 1256, 22, 13
MM, 1266, 30, 13
MM, 1275, 39, 14
MM, 1283, 47, 11
MM, 1289, 53, 12
MM, 1294, 57, 13
MM, 1298, 61, 16
MM, 1302, 64, 10
MM, 1306, 68, 12
MM, 1309, 71, 13
MM, 1311, 73, 12
MM, 1314, 74, 14
MM, 1315, 75, 12
MM, 1316, 76, 12
MM, 1317, 76, 14
MM, 1318, 76, 51
MM, 1318, 76, 126
MM, 1319, 76, 14
MM, 1321, 77, 12
MM, 1322, 77, 13
MM, 1323, 78, 12
MM, 1324, 78, 15
MM, 1325, 78, 11
MM, 1327, 79, 13
MM, 1328, 80, 13
MM, 1330, 81, 13
MM, 1332, 83, 12
MM, 1332, 83, 12
MM, 1333, 84, 13
MM, 1334, 85, 15
MM, 1335, 86, 11
MM, 1335, 86, 38
MM, 1336, 86, 14
MM, 1336, 86, 12
MM, 1337, 86, 26
MM, 1337, 86, 12
MM, 1338, 86, 11
MM, 1339, 86, 27
MM, 1339, 86, 11
MM, 1340, 86, 14
MM, 1341, 86, 12
MM, 1341, 86, 14
MM, 1342, 86, 12
MM, 1343, 86, 13
MM, 1343, 86, 38
MM, 1344, 86, 24
MM, 1344, 86, 26
MM, 1345, 86, 25
MM, 1345, 86, 27
MM, 1346, 86, 62
MM, 1347, 86, 115
MP, 1, 240
MR, 1, 127
MC, 1, 0
MM, 1346, 86, 394
MM, 1342, 86, 14
MM, 1330, 87, 12
MM, 1306, 90, 12
MM, 1251, 94, 13
MM, 1172, 98, 13
MM, 1098, 104, 14
MM, 1078, 106, 11
MM, 1042, 109, 12
MM, 1001, 111, 14
MM, 955, 111, 12
MM, 914, 111, 13
MM, 880, 107, 12
MM, 858, 101, 14
MM, 838, 91, 17
MM, 826, 83, 8
MM, 819, 77, 12
MM, 817, 77, 268
MM, 810, 77, 11
MM, 793, 77, 14
MM, 750, 77, 12
MM, 706, 77, 14
MM, 660, 77, 12
MM, 617, 77, 13
MM, 582, 77, 11
MM, 554, 77, 14
MM, 540, 77, 13
MM, 529, 76, 12
MM, 523, 74, 12
MM, 519, 72, 14
MM, 517, 72, 12
MM, 514, 72, 228
MM, 507, 70, 13
MM, 497, 68, 13
MM, 486, 64, 12
MM, 471, 61, 14
MM, 459, 58, 13
MM, 452, 56, 11
MM, 446, 54, 13
MM, 444, 53, 13
MM, 442, 52, 13
MM, 441, 52, 12
MP, 1, 519
MR, 1, 130
MC, 1, 0
MM, 442, 52, 723
MM, 448, 52, 12
MM, 460, 51, 13
MM, 477, 50, 12
MM, 513, 48, 13
MM, 551, 48, 13
MM, 602, 48, 11
MM, 655, 53, 16
MM, 705, 63, 12
MM, 754, 79, 12
MM, 793, 95, 12
MM, 828, 113, 13
MM, 857, 133, 13
MM, 885, 153, 12
MM, 906, 174, 12
MM, 923, 194, 15
MM, 931, 210, 12
